loss,val_loss,learning rate
1.337024211883545,0.7462421655654907,1e-04
1.009407877922058,0.7156136631965637,1e-04
0.9249274134635925,0.6940200328826904,1e-04
0.9294326901435852,0.6813451051712036,1e-04
0.8406414985656738,0.6708202362060547,1e-04
0.7907651662826538,0.7280551195144653,1e-04
0.7756263613700867,0.6471555829048157,1e-04
0.7904058694839478,0.6622889041900635,1e-04
0.7305629849433899,0.6212002635002136,1e-04
0.736906886100769,0.6017801761627197,1e-04
0.7374550104141235,0.5795537829399109,1e-04
0.7240599989891052,0.5840169191360474,1e-04
0.7251589298248291,0.4839182496070862,1e-04
0.6799071431159973,0.49662354588508606,1e-04
0.6346814036369324,0.48601946234703064,1e-04
0.662450909614563,0.39272865653038025,1e-04
0.6434428691864014,0.3778866231441498,1e-04
0.6407362818717957,0.4285418391227722,1e-04
0.6506468057632446,0.5085218548774719,1e-04
0.5894044041633606,0.5048568248748779,1e-04
0.5780870318412781,0.42380890250205994,1e-04
0.5861457586288452,0.42138388752937317,1e-04
0.6321552991867065,0.36985278129577637,1e-04
0.599543571472168,0.42552730441093445,1e-04
0.581409752368927,0.5607235431671143,1e-04
0.5775964260101318,0.43232959508895874,1e-04
0.5742011666297913,0.4036571681499481,1e-04
0.5734905004501343,0.38778191804885864,1e-04
0.5488634705543518,0.40432658791542053,1e-04
0.5677475333213806,0.3606487214565277,1e-04
0.5890465378761292,0.3555980920791626,1e-04
0.5621551871299744,0.37679430842399597,1e-04
0.5576074123382568,0.39612406492233276,1e-04
0.5260205864906311,0.3655407428741455,1e-04
0.5441052317619324,0.38363972306251526,1e-04
0.5403430461883545,0.4739861488342285,1e-04
0.5177052617073059,0.4046321511268616,1e-04
0.5526018142700195,0.37255528569221497,1e-04
0.5409547090530396,0.3820772171020508,1e-04
0.5209331512451172,0.4805140495300293,1e-04
0.502291202545166,0.32908040285110474,1e-04
0.5342420339584351,0.4141905903816223,1e-04
0.5059285759925842,0.359824001789093,1e-04
0.5463114976882935,0.44622838497161865,1e-04
0.5029375553131104,0.38307157158851624,1e-04
0.5072266459465027,0.3961678743362427,1e-04
0.5201418399810791,0.41080328822135925,1e-04
0.5111665725708008,0.3810090124607086,1e-04
0.5026812553405762,0.4551539719104767,1e-04
0.4935794770717621,0.35206139087677,1e-04
0.47862744331359863,0.38938024640083313,1e-04
0.49715983867645264,0.4007468819618225,1e-04
0.48715323209762573,0.36769309639930725,1e-04
0.48387792706489563,0.3445228338241577,1e-04
0.4838336110115051,0.43966132402420044,1e-04
0.45171889662742615,0.34693461656570435,1e-04
0.460407018661499,0.3944394588470459,1e-04
0.4816749691963196,0.443529337644577,1e-04
0.4977303743362427,0.413087397813797,1e-04
0.47914358973503113,0.4295549690723419,1e-04
0.4845675528049469,0.3590010702610016,1e-04
0.47385525703430176,0.4177660346031189,1e-04
0.4605475962162018,0.3322657346725464,1e-04
0.46567195653915405,0.3539801239967346,1e-04
0.45692384243011475,0.2893840968608856,1e-04
0.45884379744529724,0.3394937217235565,1e-04
0.49107083678245544,0.38173532485961914,1e-04
0.4615115523338318,0.29307428002357483,1e-04
0.43917104601860046,0.3243492543697357,1e-04
0.45515453815460205,0.33060258626937866,1e-04
0.43430665135383606,0.27878543734550476,1e-04
0.44558238983154297,0.36195477843284607,1e-04
0.4379222095012665,0.3181373178958893,1e-04
0.4534604847431183,0.3456563949584961,1e-04
0.4729284346103668,0.3126871883869171,1e-04
0.462717205286026,0.2976974844932556,1e-04
0.4599040150642395,0.347518652677536,1e-04
0.44102680683135986,0.3127163052558899,1e-04
0.4450033903121948,0.3151252865791321,1e-04
0.4635024964809418,0.3423590064048767,1e-04
0.4437728822231293,0.2804357707500458,1e-04
0.4504348635673523,0.4916529059410095,1e-04
0.44614410400390625,0.3305882215499878,1e-04
0.4645722508430481,0.3261086642742157,1e-04
0.4422057867050171,0.3391202688217163,1e-04
0.45358988642692566,0.3646591901779175,1e-04
0.45253682136535645,0.3867676556110382,1e-04
0.450969934463501,0.40014421939849854,1e-04
0.43450817465782166,0.3211466670036316,1e-04
0.44955480098724365,0.3697958290576935,1e-04
0.43167468905448914,0.3100874125957489,1e-04
0.45681414008140564,0.37254688143730164,1e-04
0.4399257004261017,0.33724749088287354,1e-04
0.45151084661483765,0.35922789573669434,1e-04
0.4574390649795532,0.294084370136261,1e-04
0.44677647948265076,0.34156203269958496,1e-04
0.4256404638290405,0.331066370010376,1e-04
0.4323112666606903,0.35740694403648376,1e-04
0.44902893900871277,0.35771191120147705,1e-04
0.4452056288719177,0.3955022692680359,1e-04
